name,address,phone,email,birth_date,product,total,amount,customerLat,customerLong,product_desc,purchase_date,user_agent,is_user,tag
Angelica Cobb,"2704 Murray Common Apt. 538
Lake Angela, KY 42344",737-421-2681x9341,bsims@gibson-sampson.org,1/21/19,Pink Sweater,$19.99 ,0,-15.6340645,-31.385547,Business affect they chair. Ok stage movie inside. Dark attack subject serious hundred toward.,2/19/04,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/39.0.832.0 Mobile/15B749 Safari/535.2",FALSE,0
Jeremy James,"04213 Adrian Locks
Danaview, MD 95556",001-820-469-6375x61170,jenniferwilson@gmail.com,7/11/10,Pink Sweater,$19.99 ,4,-16.6648615,-106.145304,"Medical nothing nearly want. Sound health father study dark never.
Executive total same picture. Professional general ten sing think present perform word.",7/23/10,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; byn-ER) AppleWebKit/535.23.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.23.7",FALSE,1
Danielle Wheeler,"PSC 7438, Box 0971
APO AA 25451",+1-959-885-8158x1730,lopeznicole@gmail.com,1/22/19,Blue Sweater,$22.50 ,5,50.0726015,133.01495,"Of several yourself serious.
Story recognize certain. Sign might rule get see administration my yet.
Likely true education eye.
Change really performance along military. Him little if why to.",9/19/94,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/55.0.823.0 Safari/532.2",TRUE,0
Jason Aguilar,"USNS Preston
FPO AE 04915",171-497-9632x037,james73@yahoo.com,7/27/18,Grey Sweater,$22.50 ,6,-65.0893835,-7.079944,Explain either help himself crime likely item though. Such very out help. Truth could south loss effort compare nor worker.,8/7/19,Mozilla/5.0 (Windows NT 10.0; sq-ML; rv:1.9.2.20) Gecko/2018-08-21 20:09:25 Firefox/3.6.1,FALSE,0
Rachel Yang,"94214 Olivia Ville
Gilmoreton, IN 72354",3816475549,trujillokimberly@collins.org,2/13/02,Blue Sweater,$19.99 ,3,41.873004,-161.51625,Policy pressure Congress table. Decide open reason modern offer several. Seem rise call discover up. Behind official policy religious risk write leader concern.,8/2/05,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.22.5 (KHTML, like Gecko) Version/5.0.5 Safari/535.22.5",TRUE,1
Christina Kennedy,"4531 Michael Street
New Jessestad, NC 45505",+1-060-825-4003x632,blackedward@harris.org,6/14/03,Dark Blue Slacks,$10.99 ,5,-9.9362495,133.66357,Sit result interesting stuff detail company. Gun campaign some choice PM south debate control. Charge because more forward amount example another.,3/1/06,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),FALSE,1
James Jackson,"17157 John Shoals Suite 486
East Michael, FL 87971",391.674.1015,blaircarlos@gmail.com,3/15/26,Pink Sweater,$55.99 ,5,66.4054365,5.499031,"Alone exist figure action dog risk form. Argue together through watch performance medical.
Name dark exactly. Imagine to this. Itself beyond program region identify truth available.",9/12/16,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),TRUE,1
Cory Barber,"5194 Peggy Knolls
Thompsonville, MD 85205",6268602829,williamsalexandra@hall-jacobson.com,9/26/63,Dark Grey Suit,$22.50 ,4,50.6771905,-103.111807,Section energy young win air order during. Within face alone fill this material. Trouble wife low fly early affect mouth. Hundred money large believe one mind.,3/9/98,Mozilla/5.0 (Android 2.3.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,FALSE,1
David Hardin,"659 Flowers Burgs Apt. 601
South Traciport, IN 32878",+1-271-318-0137x4979,masseymichael@gmail.com,11/8/57,Dark Grey Suit,$19.99 ,2,-66.481821,173.457243,Term national song score maintain skin tonight difference. Sound many floor. Assume have stage history feeling hear feeling.,3/20/16,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.21.4 (KHTML, like Gecko) Version/5.1 Safari/534.21.4",TRUE,1
Alejandro Kelly,"916 Larson Hollow Suite 805
Noblechester, MN 32420",457-301-2449,derek20@fisher.info,5/23/97,White Blouse,$55.99 ,6,88.777468,159.52874,"Sign institution anyone list bar.
Century run visit staff could. Goal exactly discover success for white teach. Report I expert result today.",4/9/91,Opera/8.31.(X11; Linux x86_64; the-NP) Presto/2.9.186 Version/12.00,FALSE,0
Alexander Gonzalez,"3857 Rios Ways Suite 669
Richardsonfort, AL 36977",8344510636,ehudson@gmail.com,1/29/51,Grey Sweater,$55.99 ,2,-26.629671,-175.407169,"Cover music cell Congress would good responsibility. Shoulder wife then process who.
Deal miss like as. Itself summer region different difference.",2/17/20,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2016-06-25 13:28:28 Firefox/3.8,TRUE,0
Anthony Little,"863 Farrell Ridge
North Maria, DC 51510",6673607019,joshua03@gmail.com,12/12/22,Black Leggings,$10.99 ,5,-57.630259,-139.931707,"See friend against owner. House box sense foreign important training.
Listen tree among dog short garden very. Remember future increase pressure large building event.",9/11/19,Mozilla/5.0 (Android 7.1.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,TRUE,0
Barbara Wright,"075 Gardner Points
West Maria, ND 19609",-10431,clairemichael@yahoo.com,12/17/07,Dark Grey Suit,$55.99 ,6,62.262064,28.922338,Recognize always want generation forward since. Politics second yes price direction.,9/14/11,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/13.4m4673.0 Mobile/56I552 Safari/531.2",FALSE,0
Robin Curtis,"889 Hooper Keys Suite 153
West Theresa, KS 96386",336-574-5030x755,alexanderrobert@yahoo.com,6/15/93,Dark Blue Slacks,$55.99 ,5,-41.699258,-52.886785,"Picture likely cost development seek. Girl body degree Republican strategy.
Card factor good final open possible. Evening toward current nothing executive affect single.",3/25/95,Opera/8.44.(X11; Linux x86_64; bho-IN) Presto/2.9.173 Version/10.00,FALSE,0
Daniel Rice,"956 Ochoa Landing
Lake Scott, MO 21533",845-387-3493,monica67@gmail.com,3/19/96,Pink Sweater,$22.50 ,2,48.653493,-36.228706,Listen effect way kid such thus by. Image outside success local discussion rich. Media mention contain garden future hit. Enough make audience because like might participant.,2/3/17,Mozilla/5.0 (Windows NT 6.2; pa-PK; rv:1.9.2.20) Gecko/2012-07-25 08:17:02 Firefox/6.0,TRUE,1
Taylor Davis,"Unit 5932 Box 7753
DPO AP 05534",183-958-8420,martinezteresa@stewart-hall.com,5/12/32,Grey Sweater,$55.99 ,4,18.651937,124.829993,Tonight fly require good experience audience million instead. Blue once scientist once every hand. Pretty respond ability wide man pick.,7/27/91,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),TRUE,1
Dana Smith,"04103 David Burgs
Port Jeffreymouth, WV 54620",+1-468-405-3251x71412,ngoodman@jackson.com,9/28/49,Pink Sweater,$22.50 ,1,-11.4065835,-6.386079,Improve baby special. Avoid enough phone involve few create citizen view. Right series theory detail wife. Student financial majority sense however maybe check.,8/25/15,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.7.7 (KHTML, like Gecko) Version/4.0.2 Safari/533.7.7",TRUE,1
Mrs. Nancy Hunter,"92080 Love Terrace Apt. 037
Vincentville, MD 58069",001-186-279-5199x2789,scampos@rhodes.com,4/18/24,Black Leggings,$22.50 ,0,43.791001,67.119017,Find work both into understand believe boy. Sign star low help consider. Lay summer here feeling. Such sound great miss message soon job.,2/18/15,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/34.0.854.0 Safari/535.0",FALSE,1
Cheryl Ryan,"65874 Sydney Hills Apt. 190
Morrishaven, MD 29239",9141369774,juliegarcia@yahoo.com,4/5/38,Dark Blue Slacks,$10.99 ,4,-77.816423,-45.729761,Avoid law fast east Democrat. Doctor however I pretty system degree total. Response body student develop concern whether before.,7/5/08,Opera/8.73.(Windows NT 6.2; mt-MT) Presto/2.9.171 Version/10.00,TRUE,0
Melissa King,"60252 Katelyn Mountains Suite 320
Juanshire, MI 04746",-3506,claire48@kline.net,4/28/12,Grey Sweater,$10.99 ,6,-77.567333,68.204882,Early treatment couple reflect management decade language. Participant something account rise person. Direction discover arrive major suffer.,8/12/18,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.817.0 Safari/533.2",TRUE,0
Cynthia Johnson,"Unit 1730 Box 9004
DPO AP 26448",-9190,moorekendra@hotmail.com,6/14/72,White Blouse,$19.99 ,6,40.1093345,125.498023,"History she allow I number room send hospital.
Tonight court public degree. Value wind bill exist assume Mr.",9/26/10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/18.0.897.0 Safari/531.0",FALSE,0
Austin Thompson,"0513 Hughes Flat Suite 580
Kelleyfort, NC 23783",+1-968-485-2171x99100,othomas@hotmail.com,10/23/10,White Blouse,$19.99 ,5,23.8570015,-46.632045,"Product popular deep throughout. Son agree me court natural memory.
Change whether human husband. Sort speech statement ready wear similar responsibility. Medical agency firm social law win quickly.",4/17/11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.876.0 Safari/534.1",FALSE,1
Matthew Ray,"13115 Owens Vista Apt. 952
South Erikatown, MD 88076",001-955-489-7245x7752,qhaas@gmail.com,5/21/10,Black Leggings,$22.50 ,0,48.3237975,151.274066,"Run paper hard wide. Fill simply quite simply little foot room.
Music source return evidence rate assume region. Treat land under idea feel.",8/10/93,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),TRUE,1
Christina Marsh,"6733 Miller Springs Suite 767
East Meghanport, NJ 28800",128-873-0545x0674,nathanhernandez@yahoo.com,8/28/74,Dark Blue Slacks,$22.50 ,0,-77.9212645,3.593837,"These old opportunity rise. Evening civil right material home. Yet way recent range economy beautiful factor speech.
Board huge get. Study force field. Happen per whatever ok court him unit.",10/3/20,Opera/9.83.(Windows NT 5.01; hsb-DE) Presto/2.9.185 Version/10.00,TRUE,1
Juan Day,"7935 Velasquez Plains
Boltonmouth, WV 31768",-6836,nathan21@gmail.com,8/24/73,White Blouse,$22.50 ,6,-6.412067,83.967291,"Man nearly nor produce. Suggest public those at.
Seven language fall whom too doctor. Deal sign another give tonight. Certain still suggest until study reach worry.",8/3/91,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),FALSE,1
Alexander Johnson,"262 Shea Route
Joseberg, IN 10345",-6768,jennifer68@graham.com,10/14/62,Black Leggings,$19.99 ,6,47.615414,-73.440479,Everyone quality size single cultural. On dog just. Expect with recent security same. Whose including resource good.,1/12/02,Opera/9.58.(X11; Linux i686; byn-ER) Presto/2.9.178 Version/12.00,FALSE,0
Theresa Rogers,"7200 William Station
Herreraview, TX 45076",+1-153-759-3730x04660,jean71@yahoo.com,8/6/80,White Blouse,$10.99 ,2,-40.9970675,178.247838,Win describe either media Democrat. Instead quickly tree single firm baby. Plant memory will end impact. Safe exactly personal black design increase describe.,8/31/94,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; doi-IN) AppleWebKit/531.6.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.6.7",TRUE,1
Anthony Tran,"14502 Cooper Run Suite 301
Williamchester, ME 63713",001-123-423-0067x126,edwardscrystal@hotmail.com,10/16/78,Black Leggings,$55.99 ,3,26.2238595,-157.589172,Cup identify us day. Call outside leg magazine adult possible. Window vote sure practice.,4/22/16,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bem-ZM) AppleWebKit/535.43.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.43.5",FALSE,0
Kevin Perez,"49030 Anderson Burgs
Dennismouth, IA 29242",583.118.3252x539,thernandez@ellison.com,7/31/88,White Blouse,$22.50 ,0,-22.4368195,54.627205,Girl field hundred world game. Day effort reach heart speak election.,12/31/10,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),TRUE,1
Kari Vega,"USNS Gill
FPO AP 51084",567-188-1634x873,aedwards@hardy.org,11/22/83,White Blouse,$22.50 ,6,-42.4083475,-112.484683,"Dark cold forget. Worry seem exactly PM interest. Often check present official analysis thing military.
Difficult church building international. Into head among build.",7/21/13,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.1),FALSE,0
Eric Mercado,"016 Robinson Garden Suite 008
New Williamside, IA 43300",001-932-812-5471x242,dcooper@dunn.com,10/15/99,Dark Grey Suit,$10.99 ,3,-7.926832,110.54351,"World hard him hope war win.
Bring around old cut across well health. Fight base space science message determine blue. Participant be without stand.",4/3/04,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/16.9z5513.0 Mobile/70T012 Safari/531.0",FALSE,0
Corey Watkins,"12980 Ellen Ways Suite 445
Tranburgh, NE 11804",001-675-338-9585x831,dgarcia@hotmail.com,11/28/87,Dark Blue Slacks,$19.99 ,5,32.137781,151.39092,"Common identify lead article in street. Might force pick subject firm if begin.
Indeed international for end that. Follow letter tax natural buy should.",12/2/05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 6_3 rv:2.0; ro-RO) AppleWebKit/535.36.3 (KHTML, like Gecko) Version/5.1 Safari/535.36.3",TRUE,1
Tiffany Gordon,"990 Myers Underpass
Lake Wayneside, NM 21099",001-480-918-7891x3485,jamie16@gmail.com,8/6/48,White Blouse,$55.99 ,1,56.485554,-126.923469,Sound mention bill right west concern try. Form expect conference writer. Side sometimes idea bank hope make.,11/2/97,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/37.0.897.0 Mobile/78F962 Safari/532.2",TRUE,0
Andrew Le,"7879 Cynthia Fall Suite 456
Estradahaven, PA 83724",(451)250-8397x874,umorris@yahoo.com,4/4/37,White Blouse,$19.99 ,3,1.528969,-26.076971,Toward prevent thank fight discussion event civil. Bring manage tend quite parent race something. Then tree support while.,5/29/00,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; se-NO) AppleWebKit/533.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.8.3",FALSE,1
Teresa Gross,"8103 Alex Expressway Suite 935
North Saraland, TX 41969",001-747-985-2956x07334,dwhite@hotmail.com,6/5/32,White Blouse,$10.99 ,4,-29.476012,1.289708,Large cell end garden. Medical likely any claim difficult. Training television help activity fine black shoulder put.,3/13/20,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.0),TRUE,0
Gregory Johnson,"6240 Young Crossroad Suite 756
Soniafort, IA 40214",(751)390-7650x9469,paul67@hotmail.com,2/22/52,Dark Grey Suit,$22.50 ,5,36.511786,-2.198999,"Television at raise performance listen specific door perhaps.
Our food light customer. Customer purpose through future less tonight.",5/23/97,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; an-ES) AppleWebKit/532.42.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.42.3",TRUE,0
Tammy Smith,"050 Jessica Heights Apt. 201
Christinastad, ND 39363",(119)558-3461,sandraestrada@mullins.com,9/11/03,White Blouse,$19.99 ,2,25.6063775,-138.15296,"Song put learn food time. Red herself enough on while woman. Nation doctor among future able whom image.
Particular race Mrs own.",5/5/97,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),TRUE,0
Anthony Nelson,"1446 Miller Brooks
Blackbury, DE 36835",256.694.3299,joshuaholloway@gmail.com,1/31/12,Pink Sweater,$10.99 ,3,-68.972817,-96.783648,"Health edge design spend trade we. Until stock surface quite involve according me. Those yourself even why contain.
Particular moment TV discuss surface century. Improve son impact two.",1/19/94,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/13.8b4427.0 Mobile/62S770 Safari/532.1",FALSE,0
Ms. Audrey Alexander,"900 Harris Square
New Andrew, IA 51489",888-044-3280x3598,eric45@brown.com,7/5/45,Black Leggings,$10.99 ,5,-65.8946135,2.756057,"My sister white mission land discussion. Raise world agency prepare reflect born state exactly.
Sound reach whatever put wonder. Degree possible outside end describe.",9/25/07,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/36.0.855.0 Safari/532.1",TRUE,1
Andrea Ponce,"126 Kathleen Plains Suite 866
New Lisa, AR 55547",196-277-4325,wilsonedward@hotmail.com,3/7/22,Dark Blue Slacks,$55.99 ,0,82.3484505,135.225414,"Why street however tend expert. Billion area hour record feel bag.
Congress some civil fight whom lawyer. Section deal become modern. Dark mouth again physical.",8/10/02,"Mozilla/5.0 (Windows 98) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/29.0.815.0 Safari/535.0",TRUE,1
Adrian Mckenzie,"PSC 6805, Box 9634
APO AE 67524",001-069-470-3811x329,kjones@quinn-rodriguez.com,4/4/72,Pink Sweater,$10.99 ,6,16.0577035,-0.309931,"Office certainly blue service must he. Our report yourself amount born.
Candidate check end effect bed turn. Air together culture only.
Traditional line figure method clearly possible region.",3/11/06,Opera/9.72.(Windows NT 6.0; the-NP) Presto/2.9.165 Version/12.00,TRUE,0
Kimberly Barnes,"2379 Bennett Falls Suite 653
South Jaimestad, MO 85653",452.841.0193,kristine85@hotmail.com,5/16/39,Black Leggings,$19.99 ,4,16.695558,176.5195,Now ground ready statement. Every radio general him. Themselves report able talk.,9/9/01,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_1; rv:1.9.6.20) Gecko/2017-09-28 13:12:39 Firefox/5.0,FALSE,0
Mark Green,"2323 Jennifer Burgs
Clarkmouth, KS 66474",+1-660-655-4177x285,william46@hotmail.com,10/5/13,Black Leggings,$55.99 ,2,-17.71038,51.879646,"High three able soldier southern.
Authority trouble suddenly themselves strategy animal need. Evening high power world difficult. Wait risk cell.",11/30/00,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_5 rv:4.0; niu-NZ) AppleWebKit/535.33.1 (KHTML, like Gecko) Version/4.0.3 Safari/535.33.1",FALSE,1
Jon Liu,"298 Richard Shoal Apt. 973
Jonhaven, MN 25903",(360)839-7925,bridgesmary@jones.com,7/13/17,Dark Blue Slacks,$55.99 ,2,72.512132,23.157466,"Piece spring those in down must word. Teacher improve firm.
Commercial many oil series program perform its employee. Expect five his there structure into professional cultural.",10/9/19,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/16.0.885.0 Mobile/47D203 Safari/531.0",TRUE,0
